ticket_id,subject,description,category,priority,department,resolution_type,resolution,resolved_in_steps,confidence_score,feedback,was_escalated,is_repeated_issue,is_ambiguous,source
APP-G-0131,Teams calls dropping frequently,"Hi team, my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.",Software & Applications,High,Operations,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.83,not_helpful,False,True,False,general
APP-G-0132,Browser homepage hijacked,This is really frustrating. My Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,Medium,Operations,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.48,escalated,False,False,True,general
APP-G-0133,Teams calls dropping frequently,"Hello, My Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else. Please help.",Software & Applications,Critical,IT,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.86,escalated,True,True,False,general
APP-G-0134,Which software does the company have licences for,Urgent - I want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Low,Marketing,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.85,satisfied,False,False,False,general
APP-G-0135,Teams calls dropping frequently,"Hi team, my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.",Software & Applications,Low,HR,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.91,satisfied,False,True,False,general
APP-G-0136,Excel file showing corrupted data,Not sure if this is the right place but i opened an Excel file a colleague sent and all numbers look wrong. The file was fine yesterday.,Software & Applications,High,Sales,step_by_step,Step 1: Try opening on another computer to confirm corruption. Step 2: Use File > Open > Open and Repair in Excel. Step 3: Ask sender to resend the original file. Step 4: Restore from backup if available.,4,0.79,satisfied,False,False,False,general
APP-G-0137,Browser homepage hijacked,"Hello, My Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites. Please help.",Software & Applications,Medium,IT,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.38,escalated,True,False,True,general
APP-G-0138,Browser homepage hijacked,"Hi team, my Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.",Software & Applications,High,Finance,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.4,escalated,True,False,True,general
APP-G-0139,Teams calls dropping frequently,My Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,Medium,HR,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.9,satisfied,False,True,False,general
APP-G-0140,Browser homepage hijacked,This is really frustrating. My Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,High,IT,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.52,escalated,True,False,True,general
APP-G-0141,Microsoft Word keeps crashing,I have been dealing with this for days. Word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,Medium,Finance,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.87,satisfied,False,True,False,general
APP-G-0142,Antivirus blocking a legitimate file,"Hello, The company antivirus is blocking a file I downloaded from our official vendor portal. The file is definitely safe. Please help.",Software & Applications,Medium,Sales,quick_fix,Submit a file whitelist request through the IT security portal attaching the vendor download confirmation email. IT security will review and whitelist within 4 hours.,1,0.47,not_helpful,False,False,True,general
APP-G-0143,Which software does the company have licences for,"Hello, I want to install some design tools but not sure which ones the company has licences for. Please help.",Software & Applications,Low,IT,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.76,satisfied,False,False,False,general
APP-G-0144,Outlook not syncing emails,Following up on this issue — my Outlook has not received any new emails since this morning. Send/receive is trying but failing.,Software & Applications,Medium,Operations,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.97,satisfied,False,True,False,general
APP-G-0145,Zoom camera not working during meetings,Not sure if this is the right place but my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,Sales,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.82,satisfied,False,True,False,general
APP-G-0146,Teams calls dropping frequently,Quick question — my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,High,Finance,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.86,satisfied,False,True,False,general
APP-G-0147,Excel file showing corrupted data,This is really frustrating. I opened an Excel file a colleague sent and all numbers look wrong. The file was fine yesterday.,Software & Applications,High,Finance,step_by_step,Step 1: Try opening on another computer to confirm corruption. Step 2: Use File > Open > Open and Repair in Excel. Step 3: Ask sender to resend the original file. Step 4: Restore from backup if available.,4,0.84,satisfied,False,False,False,general
APP-G-0148,Teams calls dropping frequently,Following up on this issue — my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,Critical,Operations,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.85,escalated,True,True,False,general
APP-G-0149,Zoom camera not working during meetings,This is really frustrating. My camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,HR,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.85,satisfied,False,True,False,general
APP-G-0150,Zoom camera not working during meetings,I have been dealing with this for days. My camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,HR,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.9,satisfied,False,True,False,general
APP-G-0151,Which software does the company have licences for,"Hi team, i want to install some design tools but not sure which ones the company has licences for.",Software & Applications,Medium,IT,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.77,not_helpful,False,False,False,general
APP-G-0152,Which software does the company have licences for,Urgent - I want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Low,Marketing,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.79,satisfied,False,False,False,general
APP-G-0153,Teams calls dropping frequently,Following up on this issue — my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,High,Operations,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.81,not_helpful,False,True,False,general
APP-G-0154,Teams calls dropping frequently,Not sure if this is the right place but my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,Medium,Operations,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.97,satisfied,False,True,False,general
APP-G-0155,Microsoft Word keeps crashing,I have been dealing with this for days. Word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,High,Operations,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.86,satisfied,False,True,False,general
APP-G-0156,Outlook not syncing emails,Urgent - My Outlook has not received any new emails since this morning. Send/receive is trying but failing.,Software & Applications,Medium,Marketing,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.84,satisfied,False,True,False,general
APP-G-0157,Microsoft Word keeps crashing,This is really frustrating. Word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,Medium,IT,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.92,satisfied,False,True,False,general
APP-G-0158,Outlook not syncing emails,I have been dealing with this for days. My Outlook has not received any new emails since this morning. Send/receive is trying but failing.,Software & Applications,Low,Operations,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.85,satisfied,False,True,False,general
APP-G-0159,Zoom camera not working during meetings,Quick question — my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,Marketing,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.87,satisfied,False,True,False,general
APP-G-0160,Antivirus blocking a legitimate file,"Hello, The company antivirus is blocking a file I downloaded from our official vendor portal. The file is definitely safe. Please help.",Software & Applications,Medium,IT,quick_fix,Submit a file whitelist request through the IT security portal attaching the vendor download confirmation email. IT security will review and whitelist within 4 hours.,1,0.62,satisfied,False,False,True,general
APP-G-0161,Outlook not syncing emails,"Hello, My Outlook has not received any new emails since this morning. Send/receive is trying but failing. Please help.",Software & Applications,Medium,Sales,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.97,satisfied,False,True,False,general
APP-G-0162,Which software does the company have licences for,"Hi team, i want to install some design tools but not sure which ones the company has licences for.",Software & Applications,Medium,IT,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.85,satisfied,False,False,False,general
APP-G-0163,Which software does the company have licences for,"Hi team, i want to install some design tools but not sure which ones the company has licences for.",Software & Applications,Low,HR,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.79,not_helpful,False,False,False,general
APP-G-0164,Browser homepage hijacked,Urgent - My Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,High,Marketing,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.54,escalated,True,False,True,general
APP-G-0165,Zoom camera not working during meetings,Not sure if this is the right place but my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,IT,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.9,satisfied,False,True,False,general
APP-G-0166,Zoom camera not working during meetings,Not sure if this is the right place but my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,High,IT,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.91,satisfied,False,True,False,general
APP-G-0167,Microsoft Word keeps crashing,Not sure if this is the right place but word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,High,IT,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.96,satisfied,False,True,False,general
APP-G-0168,Microsoft Word keeps crashing,"Hi team, word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.",Software & Applications,High,Operations,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.84,satisfied,False,True,False,general
APP-G-0169,Outlook not syncing emails,"Hi, My Outlook has not received any new emails since this morning. Send/receive is trying but failing.",Software & Applications,High,IT,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.9,satisfied,False,True,False,general
APP-G-0170,Outlook not syncing emails,This is really frustrating. My Outlook has not received any new emails since this morning. Send/receive is trying but failing.,Software & Applications,Medium,Operations,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.96,satisfied,False,True,False,general
APP-G-0171,Teams calls dropping frequently,Following up on this issue — my Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,Medium,Operations,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.91,satisfied,False,True,False,general
APP-G-0172,Cannot install required software,Quick question — i need to install Tableau for a data project but do not have admin rights on my machine.,Software & Applications,Medium,Operations,information,Software installations require admin privileges. Raise a software installation request through the IT portal with business justification. IT will install within one business day.,1,0.93,satisfied,False,True,False,general
APP-G-0173,Outlook not syncing emails,"Hi team, my Outlook has not received any new emails since this morning. Send/receive is trying but failing.",Software & Applications,Medium,Finance,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.86,satisfied,False,True,False,general
APP-G-0174,Browser homepage hijacked,Not sure if this is the right place but my Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,High,Operations,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.5,escalated,True,False,True,general
APP-G-0175,Cannot install required software,I have been dealing with this for days. I need to install Tableau for a data project but do not have admin rights on my machine.,Software & Applications,Low,Marketing,information,Software installations require admin privileges. Raise a software installation request through the IT portal with business justification. IT will install within one business day.,1,0.88,satisfied,False,True,False,general
APP-G-0176,Cannot install required software,This is really frustrating. I need to install Tableau for a data project but do not have admin rights on my machine.,Software & Applications,Low,IT,information,Software installations require admin privileges. Raise a software installation request through the IT portal with business justification. IT will install within one business day.,1,0.89,satisfied,False,True,False,general
APP-G-0177,Microsoft Word keeps crashing,"Hi, Word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.",Software & Applications,High,IT,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.97,satisfied,False,True,False,general
APP-G-0178,Antivirus blocking a legitimate file,Not sure if this is the right place but the company antivirus is blocking a file I downloaded from our official vendor portal. The file is definitely safe.,Software & Applications,Medium,Marketing,quick_fix,Submit a file whitelist request through the IT security portal attaching the vendor download confirmation email. IT security will review and whitelist within 4 hours.,1,0.5,not_helpful,False,False,True,general
APP-G-0179,Which software does the company have licences for,"Hi, I want to install some design tools but not sure which ones the company has licences for.",Software & Applications,Low,Sales,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.74,satisfied,False,False,False,general
APP-G-0180,Microsoft Word keeps crashing,Following up on this issue — word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,Medium,Operations,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.9,satisfied,False,True,False,general
APP-G-0181,Which software does the company have licences for,I have been dealing with this for days. I want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Low,Sales,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.75,satisfied,False,False,False,general
APP-G-0182,Antivirus blocking a legitimate file,Following up on this issue — the company antivirus is blocking a file I downloaded from our official vendor portal. The file is definitely safe.,Software & Applications,High,Operations,quick_fix,Submit a file whitelist request through the IT security portal attaching the vendor download confirmation email. IT security will review and whitelist within 4 hours.,1,0.39,escalated,True,False,True,general
APP-G-0183,Zoom camera not working during meetings,"Hi, My camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.",Software & Applications,Critical,Sales,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.82,escalated,True,True,False,general
APP-G-0184,Microsoft Word keeps crashing,Following up on this issue — word crashes every time I try to open a specific document. It was working fine yesterday. I need this document urgently.,Software & Applications,Medium,HR,step_by_step,Step 1: Try opening Word in safe mode by holding Ctrl while launching. Step 2: If it opens disable add-ins one by one. Step 3: Run Office Quick Repair from Control Panel. Step 4: If file-specific try opening on a different computer.,4,0.86,satisfied,False,True,False,general
APP-G-0185,Zoom camera not working during meetings,Quick question — my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Medium,Marketing,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.93,satisfied,False,True,False,general
APP-G-0186,Teams calls dropping frequently,"Hi, My Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.",Software & Applications,Medium,HR,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.83,satisfied,False,True,False,general
APP-G-0187,Browser homepage hijacked,Urgent - My Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,High,Sales,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.52,escalated,True,False,True,general
APP-G-0188,Excel file showing corrupted data,"Hi team, i opened an Excel file a colleague sent and all numbers look wrong. The file was fine yesterday.",Software & Applications,High,Finance,step_by_step,Step 1: Try opening on another computer to confirm corruption. Step 2: Use File > Open > Open and Repair in Excel. Step 3: Ask sender to resend the original file. Step 4: Restore from backup if available.,4,0.7,not_helpful,False,False,False,general
APP-G-0189,Teams calls dropping frequently,Urgent - My Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else.,Software & Applications,High,Marketing,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.98,satisfied,False,True,False,general
APP-G-0190,Cannot install required software,Not sure if this is the right place but i need to install Tableau for a data project but do not have admin rights on my machine.,Software & Applications,Low,IT,information,Software installations require admin privileges. Raise a software installation request through the IT portal with business justification. IT will install within one business day.,1,0.93,satisfied,False,True,False,general
APP-G-0191,Cannot install required software,Following up on this issue — i need to install Tableau for a data project but do not have admin rights on my machine.,Software & Applications,Low,HR,information,Software installations require admin privileges. Raise a software installation request through the IT portal with business justification. IT will install within one business day.,1,0.85,satisfied,False,True,False,general
APP-G-0192,Outlook not syncing emails,This is really frustrating. My Outlook has not received any new emails since this morning. Send/receive is trying but failing.,Software & Applications,Medium,IT,step_by_step,Step 1: Check internet connection and VPN. Step 2: Go to Send/Receive tab and click Send/Receive All Folders. Step 3: Check if Outlook is set to Work Offline and toggle it off. Step 4: Remove and re-add the email account if issue persists.,4,0.93,satisfied,False,True,False,general
APP-G-0193,Which software does the company have licences for,"Hi team, i want to install some design tools but not sure which ones the company has licences for.",Software & Applications,Low,Marketing,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.72,not_helpful,False,False,False,general
APP-G-0194,Which software does the company have licences for,I have been dealing with this for days. I want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Low,IT,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.89,not_helpful,False,False,False,general
APP-G-0195,Zoom camera not working during meetings,Following up on this issue — my camera stopped working in Zoom. Other participants cannot see me. The camera works in Windows camera app but not Zoom.,Software & Applications,Critical,Sales,step_by_step,Step 1: In Zoom settings go to Video and check the correct camera is selected. Step 2: Close other apps that might be using the camera. Step 3: Uninstall and reinstall Zoom. Step 4: Update camera drivers from Device Manager.,4,0.95,escalated,True,True,False,general
APP-G-0196,Browser homepage hijacked,Quick question — my Chrome browser is opening a different homepage I did not set and keeps redirecting to unknown websites.,Software & Applications,Critical,Finance,step_by_step,Step 1: Run a malware scan using company antivirus. Step 2: Go to Chrome Settings and reset the homepage. Step 3: Check installed extensions and remove unfamiliar ones. Step 4: Reset Chrome to default settings if redirects continue.,4,0.46,escalated,True,False,True,general
APP-G-0197,Which software does the company have licences for,I want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Medium,HR,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.93,not_helpful,False,False,False,general
APP-G-0198,Which software does the company have licences for,Following up on this issue — i want to install some design tools but not sure which ones the company has licences for.,Software & Applications,Low,HR,information,The licensed software list is on the IT portal under Software Catalogue. For design tools contact your department head for budget approval first then raise a software request through IT.,1,0.94,satisfied,False,False,False,general
APP-G-0199,Teams calls dropping frequently,"Hello, My Microsoft Teams calls keep dropping after about 5 minutes. My internet seems fine for everything else. Please help.",Software & Applications,Medium,Finance,step_by_step,Step 1: Check network bandwidth — Teams requires at least 1.5 Mbps for HD video. Step 2: Turn off video during calls to reduce bandwidth. Step 3: Clear Teams cache by deleting AppData/Microsoft/Teams cache folders. Step 4: Update Teams to the latest version.,4,0.92,satisfied,False,True,False,general
APP-G-0200,Excel file showing corrupted data,Urgent - I opened an Excel file a colleague sent and all numbers look wrong. The file was fine yesterday.,Software & Applications,Medium,HR,step_by_step,Step 1: Try opening on another computer to confirm corruption. Step 2: Use File > Open > Open and Repair in Excel. Step 3: Ask sender to resend the original file. Step 4: Restore from backup if available.,4,0.72,satisfied,False,False,False,general
APP-E-0001,Stock ledger showing negative stock,Not sure if this is the right place but eRPNext is showing negative stock for several items in our main warehouse. This should not be possible.,Software & Applications,High,Marketing,step_by_step,Step 1: Run Stock Ledger report filtered by affected items. Step 2: Identify transactions that caused negative stock — usually backdated entries. Step 3: Make a stock reconciliation entry to correct balances. Step 4: Enable Raise Error for Negative Stock setting.,4,0.8,not_helpful,False,False,False,erp
APP-E-0002,ERPNext Purchase Order form not saving,Urgent - When I try to save a Purchase Order in ERPNext it shows a validation error but does not say what is wrong.,Software & Applications,High,Operations,step_by_step,Step 1: Check the browser console (F12) for specific error messages. Step 2: Ensure all mandatory fields including Delivery Date and Supplier are filled. Step 3: Check item rates have correct UOM. Step 4: Try in a different browser to rule out cache issues.,4,0.8,satisfied,False,True,False,erp
APP-E-0003,Sales Invoice not generating automatically,This is really frustrating. Sales invoices are not being auto-generated from Sales Orders. This was working last week. Finance is waiting.,Software & Applications,High,HR,step_by_step,Step 1: Check Sales Order status is Submitted — auto-invoicing only works on submitted orders. Step 2: Verify customer payment terms allow automatic invoicing. Step 3: Check ERPNext scheduler is running with bench doctor. Step 4: Manually trigger from Sales Order if urgent.,4,0.74,satisfied,False,False,False,erp
APP-E-0004,Stock ledger showing negative stock,"Hi team, eRPNext is showing negative stock for several items in our main warehouse. This should not be possible.",Software & Applications,High,Marketing,step_by_step,Step 1: Run Stock Ledger report filtered by affected items. Step 2: Identify transactions that caused negative stock — usually backdated entries. Step 3: Make a stock reconciliation entry to correct balances. Step 4: Enable Raise Error for Negative Stock setting.,4,0.75,satisfied,False,False,False,erp
APP-E-0005,ERPNext Purchase Order form not saving,Not sure if this is the right place but when I try to save a Purchase Order in ERPNext it shows a validation error but does not say what is wrong.,Software & Applications,Medium,Finance,step_by_step,Step 1: Check the browser console (F12) for specific error messages. Step 2: Ensure all mandatory fields including Delivery Date and Supplier are filled. Step 3: Check item rates have correct UOM. Step 4: Try in a different browser to rule out cache issues.,4,0.87,satisfied,False,True,False,erp
APP-E-0006,Sales Invoice not generating automatically,Urgent - Sales invoices are not being auto-generated from Sales Orders. This was working last week. Finance is waiting.,Software & Applications,Medium,IT,step_by_step,Step 1: Check Sales Order status is Submitted — auto-invoicing only works on submitted orders. Step 2: Verify customer payment terms allow automatic invoicing. Step 3: Check ERPNext scheduler is running with bench doctor. Step 4: Manually trigger from Sales Order if urgent.,4,0.76,satisfied,False,False,False,erp
APP-E-0007,HR Payroll processing throwing errors,Urgent - ERPNext is throwing a component calculation error when running payroll for this month. We need to process by end of day.,Software & Applications,Critical,IT,step_by_step,Step 1: Identify employee records causing error from the error log. Step 2: Check salary structures are correctly assigned to all employees. Step 3: Verify all attendance records for the period are marked. Step 4: Re-run payroll after fixing employee-specific issues.,4,0.58,escalated,True,False,False,erp
